code	statyear	channel	station	quadrat	year	season	chanstat	chanyear	date2	date	work	connect	flow_a	yearseason	workstat	trueyear	falseyear
FOURDo09Su	FOURDo09	FOUR	Do	3	2009	Su	FOURDo	FOUR2009	15.05.2009	15.05.2009	F	7	inter	2009Su	FDo	2009	2009
FOURDo09Su	FOURDo09	FOUR	Do	4	2009	Su	FOURDo	FOUR2009	15.05.2009	15.05.2009	F	7	inter	2009Su	FDo	2009	2009
FOURDo11Sp	FOURDo11	FOUR	Do	1	2011	Sp	FOURDo	FOUR2011	15.05.2011	15.05.2011	F	7	inter	2011Sp	FDo	2011	2011
FOURDo11Sp	FOURDo11	FOUR	Do	3	2011	Sp	FOURDo	FOUR2011	15.05.2011	15.05.2011	F	7	inter	2011Sp	FDo	2011	2011
FOURDo11Sp	FOURDo11	FOUR	Do	4	2011	Sp	FOURDo	FOUR2011	15.05.2011	15.05.2011	F	7	inter	2011Sp	FDo	2011	2011
FOURDo11Su	FOURDo11	FOUR	Do	1	2011	Su	FOURDo	FOUR2011	15.05.2011	15.05.2011	F	7	inter	2011Su	FDo	2011	2011
FOURDo11Su	FOURDo11	FOUR	Do	2	2011	Su	FOURDo	FOUR2011	15.05.2011	15.05.2011	F	7	inter	2011Su	FDo	2011	2011
FOURDo11Su	FOURDo11	FOUR	Do	3	2011	Su	FOURDo	FOUR2011	15.05.2011	15.05.2011	F	7	inter	2011Su	FDo	2011	2011
FOURDo12Sp	FOURDo12	FOUR	Do	1	2012	Sp	FOURDo	FOUR2012	15.05.2012	15.05.2012	F	7	inter	2012Sp	FDo	2012	2012
FOURDo12Sp	FOURDo12	FOUR	Do	2	2012	Sp	FOURDo	FOUR2012	15.05.2012	15.05.2012	F	7	inter	2012Sp	FDo	2012	2012
FOURDo12Sp	FOURDo12	FOUR	Do	4	2012	Sp	FOURDo	FOUR2012	15.05.2012	15.05.2012	F	7	inter	2012Sp	FDo	2012	2012
FOURDo12Su	FOURDo12	FOUR	Do	1	2012	Su	FOURDo	FOUR2012	15.05.2012	15.05.2012	F	7	inter	2012Su	FDo	2012	2012
FOURDo12Su	FOURDo12	FOUR	Do	2	2012	Su	FOURDo	FOUR2012	15.05.2012	15.05.2012	F	7	inter	2012Su	FDo	2012	2012
FOURDo12Su	FOURDo12	FOUR	Do	4	2012	Su	FOURDo	FOUR2012	15.05.2012	15.05.2012	F	7	inter	2012Su	FDo	2012	2012
FOURDo15Sp	FOURDo15	FOUR	Do	1	2015	Sp	FOURDo	FOUR2015	15.05.2015	15.05.2015	F	7	inter	2015Sp	FDo	2015	2015
FOURDo15Sp	FOURDo15	FOUR	Do	2	2015	Sp	FOURDo	FOUR2015	15.05.2015	15.05.2015	F	7	inter	2015Sp	FDo	2015	2015
FOURDo15Sp	FOURDo15	FOUR	Do	4	2015	Sp	FOURDo	FOUR2015	15.05.2015	15.05.2015	F	7	inter	2015Sp	FDo	2015	2015
FOURDo15Su	FOURDo15	FOUR	Do	1	2015	Su	FOURDo	FOUR2015	15.05.2015	15.05.2015	F	7	inter	2015Su	FDo	2015	2015
FOURDo15Su	FOURDo15	FOUR	Do	3	2015	Su	FOURDo	FOUR2015	15.05.2015	15.05.2015	F	7	inter	2015Su	FDo	2015	2015
FOURDo15Su	FOURDo15	FOUR	Do	4	2015	Su	FOURDo	FOUR2015	15.05.2015	15.05.2015	F	7	inter	2015Su	FDo	2015	2015
LUCEUp03Su	LUCEUp03	LUCE	Up	2	2003	Su	LUCEUp	LUCE2003	15.05.2003	15.11.2003	F	13	yes	2003Su	FUp	2003	2003
LUCEUp03Su	LUCEUp03	LUCE	Up	3	2003	Su	LUCEUp	LUCE2003	15.05.2003	15.11.2003	F	13	yes	2003Su	FUp	2003	2003
LUCEUp03Su	LUCEUp03	LUCE	Up	4	2003	Su	LUCEUp	LUCE2003	15.05.2003	15.11.2003	F	13	yes	2003Su	FUp	2003	2003
LUCEUp04Sp	LUCEUp03	LUCE	Up	1	2003	Sp	LUCEUp	LUCE2003	15.05.2004	15.11.2003	F	13	yes	2004Sp	FUp	2003	2003
LUCEUp04Sp	LUCEUp03	LUCE	Up	3	2003	Sp	LUCEUp	LUCE2003	15.05.2004	15.11.2003	F	13	yes	2004Sp	FUp	2003	2003
LUCEUp04Sp	LUCEUp03	LUCE	Up	4	2003	Sp	LUCEUp	LUCE2003	15.05.2004	15.11.2003	F	13	yes	2004Sp	FUp	2003	2003
LUCEUp07Sp	LUCEUp07	LUCE	Up	2	2007	Sp	LUCEUp	LUCE2007	15.05.2007	15.05.2007	F	13	yes	2007Sp	FUp	2007	2007
LUCEUp07Sp	LUCEUp07	LUCE	Up	3	2007	Sp	LUCEUp	LUCE2007	15.05.2007	15.05.2007	F	13	yes	2007Sp	FUp	2007	2007
LUCEUp07Sp	LUCEUp07	LUCE	Up	4	2007	Sp	LUCEUp	LUCE2007	15.05.2007	15.05.2007	F	13	yes	2007Sp	FUp	2007	2007
LUCEUp07Su	LUCEUp07	LUCE	Up	1	2007	Su	LUCEUp	LUCE2007	15.05.2007	15.05.2007	F	13	yes	2007Su	FUp	2007	2007
LUCEUp07Su	LUCEUp07	LUCE	Up	2	2007	Su	LUCEUp	LUCE2007	15.05.2007	15.05.2007	F	13	yes	2007Su	FUp	2007	2007
LUCEUp07Su	LUCEUp07	LUCE	Up	4	2007	Su	LUCEUp	LUCE2007	15.05.2007	15.05.2007	F	13	yes	2007Su	FUp	2007	2007
LUCEUp09Sp	LUCEUp09	LUCE	Up	1	2009	Sp	LUCEUp	LUCE2009	15.05.2009	15.05.2009	F	13	yes	2009Sp	FUp	2009	2009
LUCEUp09Sp	LUCEUp09	LUCE	Up	2	2009	Sp	LUCEUp	LUCE2009	15.05.2009	15.05.2009	F	13	yes	2009Sp	FUp	2009	2009
LUCEUp09Sp	LUCEUp09	LUCE	Up	3	2009	Sp	LUCEUp	LUCE2009	15.05.2009	15.05.2009	F	13	yes	2009Sp	FUp	2009	2009
LUCEUp09Su	LUCEUp09	LUCE	Up	1	2009	Su	LUCEUp	LUCE2009	15.05.2009	15.05.2009	F	13	yes	2009Su	FUp	2009	2009
LUCEUp09Su	LUCEUp09	LUCE	Up	2	2009	Su	LUCEUp	LUCE2009	15.05.2009	15.05.2009	F	13	yes	2009Su	FUp	2009	2009
LUCEUp09Su	LUCEUp09	LUCE	Up	3	2009	Su	LUCEUp	LUCE2009	15.05.2009	15.05.2009	F	13	yes	2009Su	FUp	2009	2009
LUCEUp11Sp	LUCEUp11	LUCE	Up	2	2011	Sp	LUCEUp	LUCE2011	15.05.2011	15.05.2011	F	13	yes	2011Sp	FUp	2011	2011
LUCEUp11Sp	LUCEUp11	LUCE	Up	3	2011	Sp	LUCEUp	LUCE2011	15.05.2011	15.05.2011	F	13	yes	2011Sp	FUp	2011	2011
LUCEUp11Sp	LUCEUp11	LUCE	Up	4	2011	Sp	LUCEUp	LUCE2011	15.05.2011	15.05.2011	F	13	yes	2011Sp	FUp	2011	2011
LUCEUp11Su	LUCEUp11	LUCE	Up	2	2011	Su	LUCEUp	LUCE2011	15.05.2011	15.05.2011	F	13	yes	2011Su	FUp	2011	2011
LUCEUp11Su	LUCEUp11	LUCE	Up	3	2011	Su	LUCEUp	LUCE2011	15.05.2011	15.05.2011	F	13	yes	2011Su	FUp	2011	2011
LUCEUp11Su	LUCEUp11	LUCE	Up	4	2011	Su	LUCEUp	LUCE2011	15.05.2011	15.05.2011	F	13	yes	2011Su	FUp	2011	2011
LUCEUp12Sp	LUCEUp12	LUCE	Up	1	2012	Sp	LUCEUp	LUCE2012	15.05.2012	15.05.2012	F	13	yes	2012Sp	FUp	2012	2012
LUCEUp12Sp	LUCEUp12	LUCE	Up	2	2012	Sp	LUCEUp	LUCE2012	15.05.2012	15.05.2012	F	13	yes	2012Sp	FUp	2012	2012
LUCEUp12Sp	LUCEUp12	LUCE	Up	3	2012	Sp	LUCEUp	LUCE2012	15.05.2012	15.05.2012	F	13	yes	2012Sp	FUp	2012	2012
LUCEUp12Su	LUCEUp12	LUCE	Up	1	2012	Su	LUCEUp	LUCE2012	15.05.2012	15.05.2012	F	13	yes	2012Su	FUp	2012	2012
LUCEUp12Su	LUCEUp12	LUCE	Up	2	2012	Su	LUCEUp	LUCE2012	15.05.2012	15.05.2012	F	13	yes	2012Su	FUp	2012	2012
LUCEUp12Su	LUCEUp12	LUCE	Up	3	2012	Su	LUCEUp	LUCE2012	15.05.2012	15.05.2012	F	13	yes	2012Su	FUp	2012	2012
LUCEUp15Sp	LUCEUp15	LUCE	Up	2	2015	Sp	LUCEUp	LUCE2015	15.05.2015	15.05.2015	F	13	yes	2015Sp	FUp	2015	2015
LUCEUp15Sp	LUCEUp15	LUCE	Up	3	2015	Sp	LUCEUp	LUCE2015	15.05.2015	15.05.2015	F	13	yes	2015Sp	FUp	2015	2015
LUCEUp15Sp	LUCEUp15	LUCE	Up	4	2015	Sp	LUCEUp	LUCE2015	15.05.2015	15.05.2015	F	13	yes	2015Sp	FUp	2015	2015
LUCEUp15Su	LUCEUp15	LUCE	Up	1	2015	Su	LUCEUp	LUCE2015	15.05.2015	15.05.2015	F	13	yes	2015Su	FUp	2015	2015
LUCEUp15Su	LUCEUp15	LUCE	Up	2	2015	Su	LUCEUp	LUCE2015	15.05.2015	15.05.2015	F	13	yes	2015Su	FUp	2015	2015
LUCEUp15Su	LUCEUp15	LUCE	Up	3	2015	Su	LUCEUp	LUCE2015	15.05.2015	15.05.2015	F	13	yes	2015Su	FUp	2015	2015
LUCEDo03Su	LUCEDo03	LUCE	Do	1	2003	Su	LUCEDo	LUCE2003	15.05.2003	15.11.2003	F	10	yes	2003Su	FDo	2003	2003
LUCEDo03Su	LUCEDo03	LUCE	Do	2	2003	Su	LUCEDo	LUCE2003	15.05.2003	15.11.2003	F	10	yes	2003Su	FDo	2003	2003
LUCEDo03Su	LUCEDo03	LUCE	Do	4	2003	Su	LUCEDo	LUCE2003	15.05.2003	15.11.2003	F	10	yes	2003Su	FDo	2003	2003
LUCEDo04Sp	LUCEDo03	LUCE	Do	1	2003	Sp	LUCEDo	LUCE2003	15.05.2004	15.11.2003	F	10	yes	2004Sp	FDo	2003	2003
LUCEDo04Sp	LUCEDo03	LUCE	Do	2	2003	Sp	LUCEDo	LUCE2003	15.05.2004	15.11.2003	F	10	yes	2004Sp	FDo	2003	2003
LUCEDo04Sp	LUCEDo03	LUCE	Do	3	2003	Sp	LUCEDo	LUCE2003	15.05.2004	15.11.2003	F	10	yes	2004Sp	FDo	2003	2003
LUCEDo07Sp	LUCEDo07	LUCE	Do	1	2007	Sp	LUCEDo	LUCE2007	15.05.2007	15.05.2007	F	10	yes	2007Sp	FDo	2007	2007
LUCEDo07Sp	LUCEDo07	LUCE	Do	3	2007	Sp	LUCEDo	LUCE2007	15.05.2007	15.05.2007	F	10	yes	2007Sp	FDo	2007	2007
LUCEDo07Sp	LUCEDo07	LUCE	Do	4	2007	Sp	LUCEDo	LUCE2007	15.05.2007	15.05.2007	F	10	yes	2007Sp	FDo	2007	2007
LUCEDo07Su	LUCEDo07	LUCE	Do	1	2007	Su	LUCEDo	LUCE2007	15.05.2007	15.05.2007	F	10	yes	2007Su	FDo	2007	2007
LUCEDo07Su	LUCEDo07	LUCE	Do	2	2007	Su	LUCEDo	LUCE2007	15.05.2007	15.05.2007	F	10	yes	2007Su	FDo	2007	2007
LUCEDo07Su	LUCEDo07	LUCE	Do	3	2007	Su	LUCEDo	LUCE2007	15.05.2007	15.05.2007	F	10	yes	2007Su	FDo	2007	2007
LUCEDo09Sp	LUCEDo09	LUCE	Do	1	2009	Sp	LUCEDo	LUCE2009	15.05.2009	15.05.2009	F	10	yes	2009Sp	FDo	2009	2009
LUCEDo09Sp	LUCEDo09	LUCE	Do	2	2009	Sp	LUCEDo	LUCE2009	15.05.2009	15.05.2009	F	10	yes	2009Sp	FDo	2009	2009
LUCEDo09Sp	LUCEDo09	LUCE	Do	3	2009	Sp	LUCEDo	LUCE2009	15.05.2009	15.05.2009	F	10	yes	2009Sp	FDo	2009	2009
LUCEDo09Su	LUCEDo09	LUCE	Do	2	2009	Su	LUCEDo	LUCE2009	15.05.2009	15.05.2009	F	10	yes	2009Su	FDo	2009	2009
LUCEDo09Su	LUCEDo09	LUCE	Do	3	2009	Su	LUCEDo	LUCE2009	15.05.2009	15.05.2009	F	10	yes	2009Su	FDo	2009	2009
LUCEDo09Su	LUCEDo09	LUCE	Do	4	2009	Su	LUCEDo	LUCE2009	15.05.2009	15.05.2009	F	10	yes	2009Su	FDo	2009	2009
LUCEDo11Sp	LUCEDo11	LUCE	Do	1	2011	Sp	LUCEDo	LUCE2011	15.05.2011	15.05.2011	F	10	yes	2011Sp	FDo	2011	2011
LUCEDo11Sp	LUCEDo11	LUCE	Do	2	2011	Sp	LUCEDo	LUCE2011	15.05.2011	15.05.2011	F	10	yes	2011Sp	FDo	2011	2011
LUCEDo11Sp	LUCEDo11	LUCE	Do	3	2011	Sp	LUCEDo	LUCE2011	15.05.2011	15.05.2011	F	10	yes	2011Sp	FDo	2011	2011
LUCEDo11Su	LUCEDo11	LUCE	Do	1	2011	Su	LUCEDo	LUCE2011	15.05.2011	15.05.2011	F	10	yes	2011Su	FDo	2011	2011
LUCEDo11Su	LUCEDo11	LUCE	Do	2	2011	Su	LUCEDo	LUCE2011	15.05.2011	15.05.2011	F	10	yes	2011Su	FDo	2011	2011
LUCEDo11Su	LUCEDo11	LUCE	Do	3	2011	Su	LUCEDo	LUCE2011	15.05.2011	15.05.2011	F	10	yes	2011Su	FDo	2011	2011
LUCEDo12Sp	LUCEDo12	LUCE	Do	2	2012	Sp	LUCEDo	LUCE2012	15.05.2012	15.05.2012	F	10	yes	2012Sp	FDo	2012	2012
LUCEDo12Sp	LUCEDo12	LUCE	Do	3	2012	Sp	LUCEDo	LUCE2012	15.05.2012	15.05.2012	F	10	yes	2012Sp	FDo	2012	2012
LUCEDo12Sp	LUCEDo12	LUCE	Do	4	2012	Sp	LUCEDo	LUCE2012	15.05.2012	15.05.2012	F	10	yes	2012Sp	FDo	2012	2012
LUCEDo12Su	LUCEDo12	LUCE	Do	1	2012	Su	LUCEDo	LUCE2012	15.05.2012	15.05.2012	F	10	yes	2012Su	FDo	2012	2012
LUCEDo12Su	LUCEDo12	LUCE	Do	2	2012	Su	LUCEDo	LUCE2012	15.05.2012	15.05.2012	F	10	yes	2012Su	FDo	2012	2012
LUCEDo12Su	LUCEDo12	LUCE	Do	4	2012	Su	LUCEDo	LUCE2012	15.05.2012	15.05.2012	F	10	yes	2012Su	FDo	2012	2012
LUCEDo15Sp	LUCEDo15	LUCE	Do	1	2015	Sp	LUCEDo	LUCE2015	15.05.2015	15.05.2015	F	10	yes	2015Sp	FDo	2015	2015
LUCEDo15Sp	LUCEDo15	LUCE	Do	3	2015	Sp	LUCEDo	LUCE2015	15.05.2015	15.05.2015	F	10	yes	2015Sp	FDo	2015	2015
LUCEDo15Sp	LUCEDo15	LUCE	Do	4	2015	Sp	LUCEDo	LUCE2015	15.05.2015	15.05.2015	F	10	yes	2015Sp	FDo	2015	2015
LUCEDo15Su	LUCEDo15	LUCE	Do	1	2015	Su	LUCEDo	LUCE2015	15.05.2015	15.05.2015	F	10	yes	2015Su	FDo	2015	2015
LUCEDo15Su	LUCEDo15	LUCE	Do	2	2015	Su	LUCEDo	LUCE2015	15.05.2015	15.05.2015	F	10	yes	2015Su	FDo	2015	2015
LUCEDo15Su	LUCEDo15	LUCE	Do	3	2015	Su	LUCEDo	LUCE2015	15.05.2015	15.05.2015	F	10	yes	2015Su	FDo	2015	2015
LUISUp03Su	LUISUp03	LUIS	Up	1	2003	Su	LUISUp	LUIS2003	15.05.2003	15.11.2003	DF	4	no	2003Su	DFUp	2003	2003
LUISUp03Su	LUISUp03	LUIS	Up	3	2003	Su	LUISUp	LUIS2003	15.05.2003	15.11.2003	DF	4	no	2003Su	DFUp	2003	2003
LUISUp03Su	LUISUp03	LUIS	Up	4	2003	Su	LUISUp	LUIS2003	15.05.2003	15.11.2003	DF	4	no	2003Su	DFUp	2003	2003
LUISUp04Sp	LUISUp03	LUIS	Up	1	2003	Sp	LUISUp	LUIS2003	15.05.2004	15.11.2003	DF	4	no	2004Sp	DFUp	2003	2003
LUISUp04Sp	LUISUp03	LUIS	Up	3	2003	Sp	LUISUp	LUIS2003	15.05.2004	15.11.2003	DF	4	no	2004Sp	DFUp	2003	2003
LUISUp04Sp	LUISUp03	LUIS	Up	4	2003	Sp	LUISUp	LUIS2003	15.05.2004	15.11.2003	DF	4	no	2004Sp	DFUp	2003	2003
LUISUp07Sp	LUISUp07	LUIS	Up	2	2007	Sp	LUISUp	LUIS2007	15.05.2007	15.05.2007	DF	4	no	2007Sp	DFUp	2007	2007
LUISUp07Sp	LUISUp07	LUIS	Up	3	2007	Sp	LUISUp	LUIS2007	15.05.2007	15.05.2007	DF	4	no	2007Sp	DFUp	2007	2007
LUISUp07Sp	LUISUp07	LUIS	Up	4	2007	Sp	LUISUp	LUIS2007	15.05.2007	15.05.2007	DF	4	no	2007Sp	DFUp	2007	2007
LUISUp07Su	LUISUp07	LUIS	Up	2	2007	Su	LUISUp	LUIS2007	15.05.2007	15.05.2007	DF	4	no	2007Su	DFUp	2007	2007
LUISUp07Su	LUISUp07	LUIS	Up	4	2007	Su	LUISUp	LUIS2007	15.05.2007	15.05.2007	DF	4	no	2007Su	DFUp	2007	2007
LUISUp07Su	LUISUp07	LUIS	Up	5	2007	Su	LUISUp	LUIS2007	15.05.2007	15.05.2007	DF	4	no	2007Su	DFUp	2007	2007
LUISUp09Sp	LUISUp09	LUIS	Up	1	2009	Sp	LUISUp	LUIS2009	15.05.2009	15.05.2009	DF	4	no	2009Sp	DFUp	2009	2009
LUISUp09Sp	LUISUp09	LUIS	Up	2	2009	Sp	LUISUp	LUIS2009	15.05.2009	15.05.2009	DF	4	no	2009Sp	DFUp	2009	2009
LUISUp09Sp	LUISUp09	LUIS	Up	4	2009	Sp	LUISUp	LUIS2009	15.05.2009	15.05.2009	DF	4	no	2009Sp	DFUp	2009	2009
LUISUp09Su	LUISUp09	LUIS	Up	1	2009	Su	LUISUp	LUIS2009	15.05.2009	15.05.2009	DF	4	no	2009Su	DFUp	2009	2009
LUISUp09Su	LUISUp09	LUIS	Up	3	2009	Su	LUISUp	LUIS2009	15.05.2009	15.05.2009	DF	4	no	2009Su	DFUp	2009	2009
LUISUp09Su	LUISUp09	LUIS	Up	4	2009	Su	LUISUp	LUIS2009	15.05.2009	15.05.2009	DF	4	no	2009Su	DFUp	2009	2009
LUISUp11Sp	LUISUp11	LUIS	Up	1	2011	Sp	LUISUp	LUIS2011	15.05.2011	15.05.2011	DF	4	no	2011Sp	DFUp	2011	2011
LUISUp11Sp	LUISUp11	LUIS	Up	2	2011	Sp	LUISUp	LUIS2011	15.05.2011	15.05.2011	DF	4	no	2011Sp	DFUp	2011	2011
LUISUp11Sp	LUISUp11	LUIS	Up	4	2011	Sp	LUISUp	LUIS2011	15.05.2011	15.05.2011	DF	4	no	2011Sp	DFUp	2011	2011
LUISUp11Su	LUISUp11	LUIS	Up	1	2011	Su	LUISUp	LUIS2011	15.05.2011	15.05.2011	DF	4	no	2011Su	DFUp	2011	2011
LUISUp11Su	LUISUp11	LUIS	Up	2	2011	Su	LUISUp	LUIS2011	15.05.2011	15.05.2011	DF	4	no	2011Su	DFUp	2011	2011
LUISUp11Su	LUISUp11	LUIS	Up	4	2011	Su	LUISUp	LUIS2011	15.05.2011	15.05.2011	DF	4	no	2011Su	DFUp	2011	2011
LUISUp12Sp	LUISUp12	LUIS	Up	1	2012	Sp	LUISUp	LUIS2012	15.05.2012	15.05.2012	DF	4	no	2012Sp	DFUp	2012	2012
LUISUp12Sp	LUISUp12	LUIS	Up	3	2012	Sp	LUISUp	LUIS2012	15.05.2012	15.05.2012	DF	4	no	2012Sp	DFUp	2012	2012
LUISUp12Sp	LUISUp12	LUIS	Up	4	2012	Sp	LUISUp	LUIS2012	15.05.2012	15.05.2012	DF	4	no	2012Sp	DFUp	2012	2012
LUISUp12Su	LUISUp12	LUIS	Up	2	2012	Su	LUISUp	LUIS2012	15.05.2012	15.05.2012	DF	4	no	2012Su	DFUp	2012	2012
LUISUp12Su	LUISUp12	LUIS	Up	3	2012	Su	LUISUp	LUIS2012	15.05.2012	15.05.2012	DF	4	no	2012Su	DFUp	2012	2012
LUISUp12Su	LUISUp12	LUIS	Up	4	2012	Su	LUISUp	LUIS2012	15.05.2012	15.05.2012	DF	4	no	2012Su	DFUp	2012	2012
LUISUp15Sp	LUISUp15	LUIS	Up	1	2015	Sp	LUISUp	LUIS2015	15.05.2015	15.05.2015	DF	4	no	2015Sp	DFUp	2015	2015
LUISUp15Sp	LUISUp15	LUIS	Up	2	2015	Sp	LUISUp	LUIS2015	15.05.2015	15.05.2015	DF	4	no	2015Sp	DFUp	2015	2015
LUISUp15Sp	LUISUp15	LUIS	Up	3	2015	Sp	LUISUp	LUIS2015	15.05.2015	15.05.2015	DF	4	no	2015Sp	DFUp	2015	2015
LUISUp15Su	LUISUp15	LUIS	Up	2	2015	Su	LUISUp	LUIS2015	15.05.2015	15.05.2015	DF	4	no	2015Su	DFUp	2015	2015
LUISUp15Su	LUISUp15	LUIS	Up	3	2015	Su	LUISUp	LUIS2015	15.05.2015	15.05.2015	DF	4	no	2015Su	DFUp	2015	2015
LUISUp15Su	LUISUp15	LUIS	Up	4	2015	Su	LUISUp	LUIS2015	15.05.2015	15.05.2015	DF	4	no	2015Su	DFUp	2015	2015
LUISUpN07Sp	LUISUpN07	LUIS	UpN	1	2007	Sp	LUISUpN	LUIS2007	15.05.2007	15.05.2007	DF	DF2007Sp	no	2007Sp	DFUpN	2007	2007
LUISUpN07Sp	LUISUpN07	LUIS	UpN	2	2007	Sp	LUISUpN	LUIS2007	15.05.2007	15.05.2007	DF	DF2007Sp	no	2007Sp	DFUpN	2007	2007
LUISUpN07Sp	LUISUpN07	LUIS	UpN	4	2007	Sp	LUISUpN	LUIS2007	15.05.2007	15.05.2007	DF	DF2007Sp	no	2007Sp	DFUpN	2007	2007
LUISUpN07Su	LUISUpN07	LUIS	UpN	2	2007	Su	LUISUpN	LUIS2007	15.05.2007	15.05.2007	DF	DF2007Su	no	2007Su	DFUpN	2007	2007
LUISUpN07Su	LUISUpN07	LUIS	UpN	3	2007	Su	LUISUpN	LUIS2007	15.05.2007	15.05.2007	DF	DF2007Su	no	2007Su	DFUpN	2007	2007
LUISUpN07Su	LUISUpN07	LUIS	UpN	4	2007	Su	LUISUpN	LUIS2007	15.05.2007	15.05.2007	DF	DF2007Su	no	2007Su	DFUpN	2007	2007
LUISUpN09Sp	LUISUpN09	LUIS	UpN	1	2009	Sp	LUISUpN	LUIS2009	15.05.2009	15.05.2009	DF	DF2009Sp	no	2009Sp	DFUpN	2009	2009
LUISUpN09Sp	LUISUpN09	LUIS	UpN	2	2009	Sp	LUISUpN	LUIS2009	15.05.2009	15.05.2009	DF	DF2009Sp	no	2009Sp	DFUpN	2009	2009
LUISUpN09Sp	LUISUpN09	LUIS	UpN	3	2009	Sp	LUISUpN	LUIS2009	15.05.2009	15.05.2009	DF	DF2009Sp	no	2009Sp	DFUpN	2009	2009
LUISUpN09Su	LUISUpN09	LUIS	UpN	2	2009	Su	LUISUpN	LUIS2009	15.05.2009	15.05.2009	DF	DF2009Su	no	2009Su	DFUpN	2009	2009
LUISUpN09Su	LUISUpN09	LUIS	UpN	3	2009	Su	LUISUpN	LUIS2009	15.05.2009	15.05.2009	DF	DF2009Su	no	2009Su	DFUpN	2009	2009
LUISUpN09Su	LUISUpN09	LUIS	UpN	4	2009	Su	LUISUpN	LUIS2009	15.05.2009	15.05.2009	DF	DF2009Su	no	2009Su	DFUpN	2009	2009
LUISUpN11Sp	LUISUpN11	LUIS	UpN	2	2011	Sp	LUISUpN	LUIS2011	15.05.2011	15.05.2011	DF	DF2011Sp	no	2011Sp	DFUpN	2011	2011
LUISUpN11Sp	LUISUpN11	LUIS	UpN	3	2011	Sp	LUISUpN	LUIS2011	15.05.2011	15.05.2011	DF	DF2011Sp	no	2011Sp	DFUpN	2011	2011
LUISUpN11Sp	LUISUpN11	LUIS	UpN	4	2011	Sp	LUISUpN	LUIS2011	15.05.2011	15.05.2011	DF	DF2011Sp	no	2011Sp	DFUpN	2011	2011
LUISUpN11Su	LUISUpN11	LUIS	UpN	2	2011	Su	LUISUpN	LUIS2011	15.05.2011	15.05.2011	DF	DF2011Su	no	2011Su	DFUpN	2011	2011
LUISUpN11Su	LUISUpN11	LUIS	UpN	3	2011	Su	LUISUpN	LUIS2011	15.05.2011	15.05.2011	DF	DF2011Su	no	2011Su	DFUpN	2011	2011
LUISUpN11Su	LUISUpN11	LUIS	UpN	4	2011	Su	LUISUpN	LUIS2011	15.05.2011	15.05.2011	DF	DF2011Su	no	2011Su	DFUpN	2011	2011
LUISUpN12Sp	LUISUpN12	LUIS	UpN	1	2012	Sp	LUISUpN	LUIS2012	15.05.2012	15.05.2012	DF	DF2012Sp	no	2012Sp	DFUpN	2012	2012
LUISUpN12Sp	LUISUpN12	LUIS	UpN	2	2012	Sp	LUISUpN	LUIS2012	15.05.2012	15.05.2012	DF	DF2012Sp	no	2012Sp	DFUpN	2012	2012
LUISUpN12Sp	LUISUpN12	LUIS	UpN	3	2012	Sp	LUISUpN	LUIS2012	15.05.2012	15.05.2012	DF	DF2012Sp	no	2012Sp	DFUpN	2012	2012
LUISUpN12Su	LUISUpN12	LUIS	UpN	1	2012	Su	LUISUpN	LUIS2012	15.05.2012	15.05.2012	DF	DF2012Su	no	2012Su	DFUpN	2012	2012
LUISUpN12Su	LUISUpN12	LUIS	UpN	2	2012	Su	LUISUpN	LUIS2012	15.05.2012	15.05.2012	DF	DF2012Su	no	2012Su	DFUpN	2012	2012
LUISUpN12Su	LUISUpN12	LUIS	UpN	4	2012	Su	LUISUpN	LUIS2012	15.05.2012	15.05.2012	DF	DF2012Su	no	2012Su	DFUpN	2012	2012
LUISUpN15Sp	LUISUpN15	LUIS	UpN	1	2015	Sp	LUISUpN	LUIS2015	15.05.2015	15.05.2015	DF	DF2015Sp	no	2015Sp	DFUpN	2015	2015
LUISUpN15Sp	LUISUpN15	LUIS	UpN	2	2015	Sp	LUISUpN	LUIS2015	15.05.2015	15.05.2015	DF	DF2015Sp	no	2015Sp	DFUpN	2015	2015
LUISUpN15Sp	LUISUpN15	LUIS	UpN	4	2015	Sp	LUISUpN	LUIS2015	15.05.2015	15.05.2015	DF	DF2015Sp	no	2015Sp	DFUpN	2015	2015
LUISUpN15Su	LUISUpN15	LUIS	UpN	1	2015	Su	LUISUpN	LUIS2015	15.05.2015	15.05.2015	DF	DF2015Su	no	2015Su	DFUpN	2015	2015
LUISUpN15Su	LUISUpN15	LUIS	UpN	3	2015	Su	LUISUpN	LUIS2015	15.05.2015	15.05.2015	DF	DF2015Su	no	2015Su	DFUpN	2015	2015
LUISUpN15Su	LUISUpN15	LUIS	UpN	4	2015	Su	LUISUpN	LUIS2015	15.05.2015	15.05.2015	DF	DF2015Su	no	2015Su	DFUpN	2015	2015
LUISDo03Su	LUISDo03	LUIS	Do	1	2003	Su	LUISDo	LUIS2003	15.05.2003	15.11.2003	F	5	inter	2003Su	FDo	2003	2003
LUISDo03Su	LUISDo03	LUIS	Do	2	2003	Su	LUISDo	LUIS2003	15.05.2003	15.11.2003	F	5	inter	2003Su	FDo	2003	2003
LUISDo03Su	LUISDo03	LUIS	Do	4	2003	Su	LUISDo	LUIS2003	15.05.2003	15.11.2003	F	5	inter	2003Su	FDo	2003	2003
